component_1,component_2,cluster
3.1070920134377538,-2.2567096206714687,1
2.7706383413207294,-2.5193534735583802,1
2.1687872816401916,1.4119666573098404,0
2.439569616577634,-1.1942139437509294,1
2.213841800428617,1.0293455813822805,2
1.4243908454306056,1.5116492600670628,0
2.7745638252194476,-2.3781969590257677,1
2.030461752757563,1.6718016248929854,0
2.253890590159137,0.7607245236679625,2
2.363951963943555,1.3775817455112187,0
3.118825044133713,-2.4381101477255624,1
2.780445587683826,-0.10306720698893443,2
3.1070920134377538,-2.2567096206714687,1
3.005494395232811,-2.066183680318288,1
2.141898160332936,2.011664643003881,0
2.4458092165639007,-1.8367030160934126,1
2.9231968055180313,0.0822557563502726,2
2.72367703528367,-2.2534301566374633,1
2.0769836371867587,2.180375020103247,0
2.7797153311578433,-1.9634722245365095,1
2.002229445780715,2.8991700785857057,0
2.6444975130281088,0.5266863670123338,2
2.4040857470738217,2.4458758672566856,0
3.093756551748417,-2.2922587066366793,1
0.9822324487269639,1.30951175500151,0
2.394448911801436,1.5897312207406102,0
2.0277132678340877,1.1226439893285816,0
2.0244774246056108,1.9399964277257127,0
2.8705638507508064,0.016000032408173076,2
1.9457787255133407,1.8659375826495124,0
2.779648345720094,-2.542146608457619,1
2.252296582771365,1.6405376784049557,0
3.110291930900288,-2.3061824916862217,1
2.3729725270481827,2.338579193081757,0
2.8481976021002966,-0.5240302768393408,2
2.632038003033273,0.35740604255940706,2
2.799672004456155,-2.5033992637186007,1
3.0294946132718907,-2.223690126609636,1
2.768505063012373,-2.486371559548545,1
2.178757208815513,1.2854880810320841,0
2.3935870560951105,1.4953558577586328,0
2.3361485313219954,1.3128440544559883,0
2.690061323617537,-2.2805395090307834,1
3.1033563041360197,-2.440677319680938,1
3.093756551748417,-2.2922587066366793,1
3.1070920134377538,-2.2567096206714687,1
2.6727496908860306,0.4411521351796009,2
1.9078147093705142,1.5030758150282602,0
2.5512861911606346,0.6554306045607127,2
1.9563107298420037,1.0437853756741176,0
1.315952323579412,1.0335541023744959,0
2.004617126443806,1.8482043133044659,0
2.4778530225648763,-1.8274104927915291,1
1.366938590871446,2.1137682615372086,0
2.1190114450035313,1.047220525504145,0
1.994021728253808,1.1660964049014573,0
2.8352207280926978,-0.5183037273700928,2
1.9011655360638984,1.6767345383771168,0
2.234900494581431,0.968295674491796,0
2.6305181283793333,0.7086787549417877,2
3.1113585700544664,-2.3226734486911393,1
2.7148496894592142,0.4662864708252786,2
2.769571702166551,-2.5028625165534626,1
2.434767264803602,-2.45695913718202,1
2.0239434019795293,1.1963542565816627,0
3.0305612524260686,-2.2401810836145537,1
3.0713615222851254,0.3002967491527255,2
1.9411554812139704,0.7206211359529214,0
2.1115144058344013,-2.090609594447578,1
1.839968817226751,0.9255727228806159,0
2.7962830387716386,0.5958627879066964,2
2.929216002141975,0.48048631426303373,2
2.4721210907016054,0.14786102746315896,2
2.767438423858195,-2.4698806025436277,1
1.9795175741577544,1.719436942645658,0
2.395815870168745,1.8995421374094366,0
3.1070920134377538,-2.2567096206714687,1
2.121859543721483,1.8216171215501804,0
0.990877461768602,1.1646802852581248,0
2.8037130798801018,0.4381681573742736,2
2.8578503515770115,-0.8749325478544104,2
2.76718087132655,-1.0388881971856578,1
2.621562298951169,0.639555894091382,2
2.381285545173538,-2.4963645376229002,1
2.140235731090276,1.4715768854477171,0
2.1995651781263197,2.0953348606706386,0
1.8262863863297678,0.858427325283157,0
2.5661287044564154,0.7803035537282665,2
2.3283718536849873,2.0315693404587813,0
2.8108741878371357,-2.434868263743555,1
1.9508826709296725,0.9592585563789539,0
2.02499627958931,1.6430072450574142,0
1.8809626208755192,1.7193209461139,0
2.9950224683778126,-0.2743096627457593,2
3.108158652591932,-2.2732005776763864,1
2.8119562135113463,1.099923678294622,0
2.8603631218350847,0.3732369206337485,2
2.0097435259191636,-0.07021267641087692,0
2.033259030831629,2.847886501845383,0
2.8988464190947627,-2.097092930811444,1
1.9902048976474405,1.3776766560861489,0
2.4320474805076993,1.6800367274470354,0
1.777444283244727,1.3759948908614228,0
1.6963469123059294,0.3547924612664824,0
2.694584471474984,-2.393690415361363,1
2.5902718843814676,0.5406754040208597,2
2.2355688436870578,2.3262471983020485,0
1.6935973954180465,1.7565343712484547,0
1.8324086673495628,2.4627915753036635,0
2.1225557573562925,3.064666597455213,0
2.2032305785573643,0.04096683055733141,0
2.0861882420047544,1.8846175633987363,0
3.0980231083651293,-2.35822253465635,1
2.7727716196290855,-2.5523353875682155,1
2.4100043100696955,0.5697219099929188,0
2.7528845711960974,0.24475281507337307,3
2.1270956515846495,0.34944523509373854,0
2.0137319746308333,-0.7308500833349957,2
1.9319888751056404,2.0580488532591215,0
2.2382129724038275,1.4257494412087581,0
2.7633783679376345,-0.03409713398713271,2
2.1636155290324623,2.3136505359566435,0
2.2081290578921915,0.0724619728450625,0
3.10922529174611,-2.289691534681304,1
2.813007466145492,-2.46785017775339,1
2.8259887824446226,0.1186276962481925,2
3.1012230258276636,-2.407695405671103,1
2.779707246393354,-2.4178405595734995,1
2.6904345957254945,-2.2569291490303236,1
1.7589558754760115,0.2305794894125131,0
3.1220249615962468,-2.4875830187403154,1
2.7909867470457863,0.6184004970674986,2
2.291696757506938,1.1418240914780664,2
2.32827594039167,2.637407304308846,0
1.9929501780856105,2.309230758701891,0
2.040660950255063,2.0589168245678424,0
1.4453597044975983,-0.5591318035480805,0
1.9803356417788007,1.9073608282733918,0
1.6178996223776125,1.459012854865587,0
3.1113585700544664,-2.3226734486911393,1
2.050110933108035,3.2031541435539443,4
1.852369807557077,1.4504603442464965,0
2.0629773411229566,1.8533514814943979,0
2.45551122133924,1.9404325256396189,0
2.1093316246771154,1.8673067726633323,0
2.391614822548099,2.037942022643151,0
1.3864253181228714,1.264593073953383,0
2.1718949002794026,2.289036714494765,0
2.8488492798929164,0.538912367038409,2
2.201196501924816,1.689516149825036,0
2.717645111784932,-1.2500092724380134,1
2.1562080942418445,2.5794068500568863,0
1.6448502078267702,1.0988404776674812,0
2.0913737311658425,1.9288539676371221,0
1.9812644231035181,2.0453777077996453,0
3.0217126472786493,-2.1853723981484237,1
2.3762751272678724,2.214036678795323,0
2.927082723833619,0.513468228272869,2
2.0104795927270023,3.2901189549560073,0
2.7466122493606093,-2.366299683716511,1
2.2669173416195534,1.8186731495932957,0
2.7764484282575594,-2.4926737374428667,1
2.8441138708824516,0.3391345679596709,2
1.7136149367477769,1.0375450722819053,0
2.5433139995615583,0.43371954424907244,2
2.2044586066393523,1.3147392214479603,0
2.0948164822387167,1.9473028174944633,0
3.1156251266711785,-2.38863727671081,1
1.949484931339528,2.354619352787529,0
2.7135983562226618,0.02555469555594922,2
3.043618686200277,0.6855710306557292,2
1.951330405029809,1.7935362087336006,3
2.2637205368670488,1.98276385010181,0
3.1012230258276636,-2.407695405671103,1
2.0774133591545776,1.9202659107551914,0
2.0567913567842413,2.171556292181177,0
2.8345614282900726,-1.9837787817193115,1
2.755136362674585,1.1941134459734692,2
1.8851805991240067,0.9336848183644374,0
1.3965721354804823,1.8161907675308315,0
2.1357372362615608,2.1269804634871834,0
2.3523958317491616,-2.384070013668443,1
2.139067233625202,1.6640809510841819,0
2.0376772900860396,0.20222974451640108,2
1.8824916365454942,-1.1135483399533699,1
3.0894899951317045,-2.2262948786170087,1
2.215582486319736,0.9265906294570052,0
2.3550515986802423,0.14374372603153046,2
2.7949372034993,-0.264243998514842,2
3.10922529174611,-2.289691534681304,1
3.0980231083651293,-2.35822253465635,1
2.1321778273973484,2.1930679338661174,0
3.096615007861678,-0.6055218180497008,2
2.028006050777534,2.3394592395354987,3
2.753170736009817,-2.3928764153233435,1
2.297348388669259,0.04824525860508014,2
1.7862689535764493,2.6936811082881222,0
2.724238873835591,0.5033101569756,2
1.876105169236008,1.1162539030059402,0
3.1001563866734854,-2.391204448666185,1
2.3442968436395613,-2.2917646599551422,1
2.098830239138611,1.8893725723126038,0
2.9511815382361695,-0.9819715788505426,1
2.350063853877878,2.1073887847288773,0
2.6485744533636093,0.4242500522354267,2
3.1156251266711785,-2.38863727671081,1
2.3512746062515717,1.977990440820323,0
2.680032205020847,-1.3059816630115118,1
3.0241614175010003,-2.1412353415850482,1
1.5380252193015966,1.8379299070791149,0
2.4246317205767993,-2.541981094161983,1
2.1303731105723656,2.216127657506069,0
2.137603729549554,1.5200434066193953,3
2.060395660005151,1.996066055902223,0
2.568280683979008,0.6915138821472137,2
1.4984258311198528,1.9984310257423221,0
2.658971673491443,-1.5167746319320423,1
2.990590739450116,-2.028365742650042,1
2.049069175410303,2.3844475987739977,0
2.2658538151754044,1.9497819360919748,0
3.1022896649818414,-2.4241863626760205,1
2.470775749819725,-1.169554204390336,1
2.8808134900333604,0.21010315193070656,2
3.1033563041360197,-2.440677319680938,1
2.183224927816422,2.5386793139741632,0
2.4206517433365304,0.5097295115735991,2
2.7132531289352113,-2.4405961144207406,1
2.07369328564403,2.0249787615353774,0
2.3565837942548318,-0.3627349782075664,2
1.9664774283412674,1.3497488727170484,0
3.1012230258276636,-2.407695405671103,1
3.108158652591932,-2.2732005776763864,1
2.029178938495508,1.9095026064969955,0
3.104422943290198,-2.457168276685856,1
2.9185496106001945,0.6453958843122102,2
2.4138908028441106,0.42898242264473707,2
2.467348162782922,1.1601021054686385,2
2.750935397992241,-2.3057696502648817,1
2.511783675259623,1.9380264692074594,0
2.3681587938705584,0.6148322057394313,0
3.0990897475193075,-2.3747134916612676,1
1.6932886278372294,1.8298322084761725,0
2.7795739956535797,0.7353117962870327,2
2.184210177526639,1.7338601278462031,0
1.3320886203963045,1.8736251064845177,0
3.110291930900288,-2.3061824916862217,1
2.9231288835110556,-1.9103242916082457,1
3.110291930900288,-2.3061824916862217,1
2.3263797485105604,1.7725542808314507,0
2.2925058454370513,2.085778295110883,0
1.5963951648358383,1.6583262195359911,0
2.2223197518985214,1.163954977158728,0
2.9405284150896502,0.5348932327440442,2
2.787938973760196,-2.3219987366645065,1
2.085198484769813,4.116194655762451,4
2.0685195180811022,2.374487304452828,0
2.4848375499546775,-1.4764773865493666,1
2.738549846335133,0.8795910781678273,2
2.1227252257216724,-0.5459955856194626,1
2.78339660082944,0.10802173134104578,2
1.4604952126392665,2.6651396850933122,0
2.109651464306171,2.096477699904533,0
2.9834794381769885,0.591980837124358,2
2.871326984267346,0.5172740344965404,2
2.1422055836550644,2.2116056374031987,0
2.72901023105456,-2.3358849416620515,1
2.764666921423938,0.3235201628870525,2
2.4760367553765787,-2.0561613997126305,1
2.8567846415911387,0.47153920490955026,2
2.384938126235964,1.5720129792675754,0
2.719229999179567,0.7298918008584039,2
2.913437320739332,1.513888888246805,2
2.748745527668966,-2.3992815977263464,1
3.120958322442069,-2.4710920617353977,1
2.1777460170917817,-1.0111649702596377,1
2.1883943381031497,2.1409568041785265,0
3.1145584875170003,-2.3721463197058923,1
2.2384623667846943,-1.602770205394718,1
1.9387028016934467,1.8881495683012748,0
2.673525172459265,-2.1173368513288855,1
2.660943998533846,0.4170091825738349,2
2.635143276460393,0.7794265966146516,2
2.1650364124003643,2.124732877006998,0
2.601865739823111,0.3704058772242642,2
2.3887076823481546,0.11326139287475434,0
2.894160410165511,-0.2211477230412476,2
2.3827354298660266,-1.9735797983869086,1
2.1867649617462463,-0.9229660159528653,1
2.702185563486733,-2.1249930014895657,1
3.1198916832878907,-2.45460110473048,1
1.2761239413449335,2.716852417454396,3
3.1012230258276636,-2.407695405671103,1
2.7976928173976794,-1.9899743437245843,1
1.5901059183811759,0.6106340008335911,0
2.0797649891482113,0.9338099044560098,0
2.3485006375978608,2.4128891982843963,0
2.032558614660939,1.1605943787217021,0
2.296453106737512,2.8095210148640493,3
2.3319635379244184,1.1962857712658082,0
3.0980231083651293,-2.35822253465635,1
3.1145584875170003,-2.3721463197058923,1
1.6558934713578473,2.0415518924226217,0
2.185485452986378,0.5424235702876274,0
1.8463074763674485,0.906115495859262,0
3.031627891580247,-2.2566720406194714,1
1.941971369755497,1.8748879988190659,0
2.288281942318852,0.6032454500543255,0
1.8688201020594113,0.17423689194541941,0
2.5854287803548415,0.5475749911162829,2
2.4119989750313633,0.37197780381849416,2
3.093756551748417,-2.2922587066366793,1
2.6163506298030623,0.517666039735671,2
2.248376253415147,2.16546020388717,0
2.357408788047976,2.2769009411631247,0
2.2731475250971758,2.0818955617179147,0
1.9236157414209012,1.0304469851994749,2
1.6922164597382985,1.9645284901156204,0
1.9000290441639625,1.7205828822155305,0
1.8018102860422562,1.9875452946359151,0
1.7131267022250758,0.2974452005861614,2
2.4057062810558105,2.057724640033789,0
1.745022174069323,2.1214912207777386,0
2.3524058593936434,1.2581476272481444,0
2.2945703757372224,1.7419823319782877,0
2.0765002491004743,2.087645253742173,0
2.0099075487960376,1.8136295263023494,0
2.1643731843876046,0.9755138131228588,0
3.0252280566551786,-2.157726298589966,1
2.1653817379439952,0.5709377584695258,0
1.9222195379693838,1.8093690084448673,0
2.7434123318980754,-2.3168268127017586,1
3.0766076182113684,-0.023314767309310896,2
2.2556634724342786,0.9131685813681976,0
3.1156251266711785,-2.38863727671081,1
2.2375405164426194,1.553552823734334,0
2.6480479282447464,1.0815222055902298,0
3.0980231083651293,-2.35822253465635,1
2.1539615421809124,1.7100968730179682,0
1.1611551526850215,1.8019778151820072,0
2.193120025449391,1.8846590194458648,0
1.4529642045446713,2.156865856293643,0
2.442169282849781,-1.1566027165465393,1
3.118825044133713,-2.4381101477255624,1
2.1152978238466384,-0.11140040305089087,2
2.060051793213303,2.6541118541321396,3
3.10922529174611,-2.289691534681304,1
2.7176752965581623,-0.07688161922095808,2
2.4681725762190942,-2.0984256314827046,1
2.2548727932709562,1.4362224423165404,0
2.253519832904826,2.0465329321053454,0
1.9033863891597913,1.5883363394162533,0
2.398645382157558,0.02871253607963274,2
2.771011613428687,-2.4957431135579204,1
2.8332314803545735,0.5931835275802898,2
2.7808061562736226,0.6731697614479752,2
2.0304478826914316,1.8717335300411828,0
2.2815158786010086,1.9581775080518649,0
2.9868257377725835,-2.019277981258911,1
1.9835499832917023,1.714761114953826,0
2.4401004605744925,-2.5394139222066077,1
2.113338336298886,2.040179840894203,0
1.985642667465341,1.2013664325283069,0
2.741279053589719,-2.2838448986919233,1
2.793525597005503,-0.06077196938713096,2
2.3123637356936664,2.1750663819125546,0
2.2331570047927234,1.9732003479832436,0
3.0725687662212606,-1.639374961834265,1
2.706376402844203,-2.450784893531337,1
2.0973931341229974,-2.495989276253558,1
2.490932982277351,1.2092103902145659,0
2.4015563933953294,0.1504887535318826,2
1.8234032394135407,2.1484030977153457,0
3.1177584049795346,-2.421619190720645,1
2.334987569995448,0.5953366948137079,0
0.917226522479711,0.5038874287444147,0
2.739145775281363,-2.250862984682088,1
2.103636268831259,0.33111891470983346,0
1.9642570208456307,2.8613840618414192,0
2.714386753527139,-1.8784126875045486,1
2.379674530110274,0.7470475183591242,0
2.1209207912334986,-0.5131433249620801,1
2.372465483225319,1.8119000707967703,0
1.6295966504164123,1.5995573088180506,0
2.292544945972164,0.3118372721676197,2
2.107763279119709,2.1910104299222057,0
3.091623273440061,-2.259276792626844,1
2.4582274985236134,1.9833494967087364,0
2.1203051202260146,3.067709607620722,0
3.118825044133713,-2.4381101477255624,1
3.1145584875170003,-2.3721463197058923,1
2.929216002141975,0.48048631426303373,2
3.1220249615962468,-2.4875830187403154,1
2.307989669474157,1.9591645508057596,0
2.832826186538161,0.4853962562148346,2
2.3205179928649318,0.39629204073571006,0
2.0100482425853032,1.3431014374240018,0
2.9503490733872813,1.1725128386097923,0
2.7601617243759327,-2.3972550879860606,1
2.7893392695070474,0.5412421054086343,2
2.933433689487766,0.42509649245435294,2
2.947917802060813,0.553166481605099,2
2.2484047680721666,2.1419816986064095,0
2.3579434782582465,2.2841398964672237,0
2.7174858160021493,-0.9690834766764238,2
3.1001563866734854,-2.391204448666185,1
2.080286749017933,0.2403966560578326,0
3.033761169888603,-2.289653954629306,1
2.38544087860297,1.9492729330947784,0
3.096956469210951,-2.3417315776514323,1
3.096956469210951,-2.3417315776514323,1
2.6999765679191343,-2.351839151501831,1
2.763171867241483,-2.403916774523957,1
2.7589053106247703,-2.3379529465042865,1
2.8377613457526065,-2.0332516527340645,1
1.9808610561942344,1.8525883688743696,0
1.8939967261714514,1.9431427987648444,0
2.328619611195535,0.8153222953756204,2
2.3687797688592584,0.9608356410123158,0
2.7111932017748956,-2.341897699516939,1
2.012828781475732,1.5979078694848647,0
2.092921162167347,2.1193756505293546,0
2.031588514602714,1.095232908717127,0
1.7314460147515007,2.196402731550812,3
2.1488672545012144,2.2025678350405276,0
1.4313180724221892,1.6926628620999096,0
2.1571760479609225,1.0419526704585016,0
1.7787986239353843,0.648017591480623,2
1.5633838777021494,-0.13603299852715198,0
1.7854388296213932,2.543193505746703,0
2.2165086042440283,2.5152599362556014,0
3.094823190902595,-2.308749663641597,1
2.347881767456663,1.929851103921948,0
2.650192215240724,-0.0539034754592405,2
2.185696239592157,2.0989264786050152,0
2.756713131643154,-2.4292770813785713,1
2.2380661697729223,2.042260997324902,0
2.592637897276541,0.6109702148071645,2
2.3052423858544135,1.4250843022038089,0
2.377727746641525,2.3278624678984143,0
2.4518276635985448,2.082295238738242,0
2.7795551218734245,0.4131040876754001,2
1.5619422913253176,0.9216727148950584,0
1.6229326416745717,1.6368514457640275,0
2.801082351141425,-2.0029747279821,1
2.2649045261251777,0.28450343446005943,2
2.258059353204776,-0.38819234289242344,2
2.474794792100197,-2.0554488062210097,1
3.0894899951317045,-2.2262948786170087,1
1.6278569797810025,1.1330961678495568,0
2.7466999717278178,0.3415199143338009,2
2.7197118645335396,-2.415235807566126,1
2.7738074069749334,-2.523746360357061,1
3.096956469210951,-2.3417315776514323,1
1.8822921631335827,0.9974150045511062,0
2.401082952114683,-0.1740914128051086,2
2.700043093478883,-1.2195945303835536,1
2.79530338514893,-1.759703620501169,1
2.715459758391608,-2.407861527536609,1
2.0194168883454306,1.9763784426211572,0
2.425698359730977,-2.5584720511669006,1
1.974399964809,2.726397386060116,0
2.249383628212884,-1.1673962662459814,1
3.116691765825357,-2.4051282337157276,1
2.121886006237065,2.289698676612143,0
2.123189326061117,1.9140809941290835,0
2.3130516791542055,1.3965811218438149,0
2.212457831037734,0.9782960745114221,0
2.7476788885147876,-2.3827906407214288,1
2.826458325781182,3.2211154221025255,2
1.0796588181253588,1.2753201792198983,0
2.9565114348056514,0.801191832364944,2
2.8966810356774326,0.7417744543863405,2
2.788056753228324,0.041689282197050155,3
2.3360685937779926,1.248783782284441,0
2.287403091240901,1.3043284088219533,0
2.398579637797506,-1.967100003565148,1
2.1693438653043744,1.0596049197481643,0
3.1001563866734854,-2.391204448666185,1
1.850311831488011,2.1460662817398632,0
2.7332767876712727,-2.4018487696817217,1
3.005494395232811,-2.066183680318288,1
2.1487471584307136,1.2877801397574722,0
2.182682284706656,1.6703093686299686,0
2.4109423660933493,1.906133001033735,0
2.911420877335009,0.5682536993963765,2
2.224767223488147,1.9373871742882436,0
2.080403600191961,1.9681708695956386,0
3.058474752590341,0.25703150177428863,2
2.0049510934331245,1.0425395269333653,0
2.7636002822697603,0.3400111198919702,2
1.9896834498212272,1.1763637694101439,0
2.2850406434830832,2.0607398011268994,0
3.1134918483628224,-2.3556553627009746,1
2.7354100659796288,-2.434830683691557,1
2.1510329420159073,1.8481287684777303,0
2.7765217794056,-2.4269572365489,1
2.9739347030681,0.27601131586889827,2
2.7795739956535797,0.7353117962870327,2
2.384368292100644,2.0263232712224655,0
2.121208675556985,1.9080562490659814,0
2.5303164633802138,-0.1987407922085723,2
2.6872666592051675,0.5508202675072984,2
2.314578937973189,1.6561645392981788,0
3.0980231083651293,-2.35822253465635,1
1.9897765537348586,2.132378101478457,0
2.9324382541238205,0.08189463420067128,2
1.298466552874522,1.279139812974776,0
1.541993412330009,1.4866521096719885,0
2.62374839039287,-0.4784220277360305,2
2.3462772073201528,2.1141093952037195,0
1.8924010565161844,1.7270439366941837,0
1.9076473121375284,2.611515900873604,0
2.448823122546262,1.4042329900116932,0
3.1134918483628224,-2.3556553627009746,1
1.9316536033289624,2.058376243942822,0
2.6696718673063855,1.0267957473409774,2
2.346283675562179,0.3791926399460187,2
1.32672833853185,1.8762773639261812,0
2.4158852850378416,1.7239512455489026,0
1.9752289392681293,1.0751037840626527,0
1.6011939419741505,1.7600151591206243,0
2.2894831551284973,0.3973952363177171,2
2.134306718003172,1.4887206749688031,0
2.704726538976425,0.38435455449887523,2
2.666334828605684,-2.1471483186819356,1
2.8217840856645195,0.1712067062792685,2
2.6466713763018275,0.44691324286421436,2
2.173396442459169,3.300181932581133,0
3.031312399666252,-2.333791011192682,1
2.115348918151028,2.1729898763508184,0
2.9180635146437806,0.10868358460110955,2
2.965774349224591,-1.8424696881654432,1
3.1134918483628224,-2.3556553627009746,1
1.832621495067972,0.665548458575121,2
0.9347896532994459,1.6310733358775684,0
1.8288283910110057,1.8215227024201546,0
2.0547090829920975,2.158294770539185,0
1.7821433625926983,1.9290218986519942,0
3.108158652591932,-2.2732005776763864,1
2.3702845800450953,1.6783165865668974,0
2.687825759743176,0.5543190727078452,2
1.9134320921716,0.8909491662101491,0
2.390091938844903,2.112557196991732,0
2.291577187050455,1.302888401351606,0
2.4835480801225125,-1.9919388765369166,1
2.3406325471760825,-2.196705429071522,1
2.4246219968028284,2.270789939352352,0
1.8979275529604545,1.9337477680913993,0
2.3584962352286833,0.4694549728178473,2
2.176650963037313,1.6428354686369404,0
2.016296685354999,0.16646851792995523,0
2.4899442865960166,-1.0274800791123995,1
2.4747755590294727,1.154426603523109,0
1.4717991033040103,1.8428320800915228,0
2.343056484060901,1.2341438816206742,0
2.720059165556886,0.4106013217778793,2
3.0369610873511372,-2.339126825644059,1
1.954914620993516,0.8727601787153116,0
2.7727115439129575,0.19512901119917506,2
